month,row,doi,first_author,first_author_gender,last_author,last_author_gender,status
February,41,10.1002/alz.70050,Paolo Reho,Male,Haotian Wu,Unknown,ok
February,42,10.1002/alz.70090,Longbing Ren,Unknown,Yao Yao,Androgynous,ok
February,43,10.1002/alz.70088,Emily Rogalski,Female,Angela Roberts,Female,ok
February,44,10.1002/alz.70095,Apoorva Safai,Unknown,Pallavi Tiwari,Female,ok
February,45,10.1002/alz.70074,Jennifer B. Seaman,Female,Dianxu Ren,Unknown,ok
February,46,10.1002/alz.70080,Dai Shi,Androgynous,for the Alzheimer's Disease Neuroimaging Initiative,Unknown,ok
February,47,10.1002/alz.70042,Saowaluk Srikajornlarp,Unknown,Tanchanok Chattaris,Unknown,ok
February,48,10.1002/alz.70092,Justin Torok,Male,Ashish Raj,Male,ok
February,49,10.1002/alz.70061,Vaibhav Tripathi,Unknown,Yakeel T. Quiroz,Unknown,ok
February,50,10.1002/alz.70040,Olivia Wagemann,Female,Johannes Levin,Male,ok
February,51,10.1002/alz.70062,Hong Wang,Androgynous,John R. Sims,Male,ok
February,52,10.1002/alz.70112,Ni Wang,Androgynous,Takahisa Kanekiyo,Male,ok
February,53,10.1002/alz.70114,Min Wei,Androgynous,for the Alzheimer's Disease Neuroimaging Initiative,Unknown,ok
February,54,10.1002/alz.70044,Jiajie Xu,Androgynous,Xin Cheng,Androgynous,ok
February,55,10.1002/alz.70084,Pravin Yeapuri,Unknown,Rodney Lee Mosley,Male,ok
February,56,10.1002/alz.70111,Shuang Yuan,Androgynous,Dongmei Lai,Androgynous,ok
February,57,10.1002/alz.70049,Zhiyi Zhang,Androgynous,Zhiyi Zhang,Androgynous,ok
February,58,10.1002/alz.70094,Haotian Zou,Unknown,Sheng Luo,Androgynous,ok
March,2,10.1002/alz.70126,Marco Aiello,Male,Michela Pievani,Female,ok
March,3,10.1002/alz.70192,Takashi Asada,Male,Akira Tamaoka,Male,ok
March,4,10.1002/alz.70192,Takashi Asada,Male,Akira Tamaoka,Male,ok
March,5,10.1002/alz.70169,Sarah Assaad,Female,Andrew Steptoe,Male,ok
March,6,10.1002/alz.70138,Sandra Barral,Female,Giuseppe Tosto,Male,ok
March,7,10.1002/alz.70211,Ashlyn Barry,Female,the Alzheimer Biomarker Consortium ‐ Down syndrome,Female,ok
March,8,10.1002/alz.70209,Bruna Bellaver,Female,Tharick A. Pascoal,Unknown,ok
March,9,10.1002/alz.70200,Joya Bhattacharyya,Unknown,Melinda C. Power,Female,ok
March,10,10.1002/alz.70163,Niels Juul Brogaard,Male,Dominic Trepel,Male,ok
March,11,10.1002/alz.70132,Taya A. Collyer,Female,Velandai K. Srikanth,Unknown,ok
March,12,10.1002/alz.70125,Patricia F. Coogan,Female,Lynn Rosenberg,Female,ok
March,13,10.1002/alz.70224,Jeffrey Cummings,Male,Samantha Budd Haeberlein,Female,ok
March,14,10.1002/alz.70127,Jannis Denecke,Male,Michael Ewers,Male,ok
March,15,10.1002/alz.70220,David Mawutor Donkor,Male,David Larbi Simpong,Male,ok
March,16,10.1002/alz.70167,Marcus D. Gay,Male,Michael S. Rafii,Male,ok
March,17,10.1002/alz.70162,Haşim Gezegen,Male,Bedia Samanci,Female,ok
March,18,10.1002/alz.70157,Marissa A. Gogniat,Female,Angela L. Jefferson,Female,ok
March,19,10.1002/alz.70148,Leslie Grasset,Female,Carole Dufouil,Female,ok
March,20,10.1002/alz.70144,Joshua D. Grill,Male,Van Ta Park,Male,ok
March,21,10.1002/alz.70144,Joshua D. Grill,Male,Van Ta Park,Male,ok
March,22,10.1002/alz.70203,Rui Gu,Male,Yan Liu,Male,ok
March,23,10.1002/alz.70215,Jun He,Male,Renato Polimanti,Male,ok
March,24,10.1002/alz.70153,Seyed Hani Hojjati,Male,Qolamreza R. Razlighi,Unknown,ok
March,25,10.1002/alz.70198,Xu Hou,Androgynous,Wolfdieter Springer,Male,ok
March,26,10.1002/alz.70139,Jinshil Hyun,Unknown,Carol A. Derby,Female,ok
March,27,10.1002/alz.70194,Shan‐Xue Jin,Unknown,Dennis J. Selkoe,Male,ok
March,28,10.1002/alz.70174,Elizabeth Joe,Female,Amytis Towfighi,Unknown,ok
March,29,10.1002/alz.70205,Erin M. Jonaitis,Female,Rebecca E. Langhough,Female,ok
March,30,10.1002/alz.70172,Przemysław R. Kac,Male,Kaj Blennow,Male,ok
March,31,10.1002/alz.70199,George K. Karway,Male,Brad A. Racette,Male,ok
March,32,10.1002/alz.70190,Krystal R. Kittle,Female,Joel G. Anderson,Male,ok
March,33,10.1002/alz.70176,William S. Kremen,Male,Matthew S. Panizzon,Male,ok
March,34,10.1002/alz.70143,Sayantan Kumar,Unknown,for the Alzheimer's Disease Neuroimaging Initiative,Unknown,ok
March,35,10.1002/alz.70195,Shin Kurose,Androgynous,Keisuke Takahata,Male,ok
March,36,10.1002/alz.70188,Nik M. Lampe,Male,Tara McKay,Female,ok
March,37,10.1002/alz.70242,Oceanna Yueran Li,Unknown,for the Alzheimer's Disease Neuroimaging Initiative,Unknown,ok
March,38,10.1002/alz.70177,Tengfei Lin,Androgynous,Jinling Tang,Androgynous,ok
March,39,10.1002/alz.70182,Yun Lin,Androgynous,Yi Guo,Androgynous,ok
March,40,10.1002/alz.70193,Wenying Liu,Androgynous,Jianping Jia,Androgynous,ok
March,41,10.1002/alz.70170,Ying Luan,Androgynous,for the Alzheimer's Disease Neuroimaging Initiative (ADNI),Unknown,ok
March,42,10.1002/alz.70180,Joseph Magagnoli,Male,Jayakrishna Ambati,Unknown,ok
March,43,10.1002/alz.70187,Nahuel Magrath Guimet,Unknown,Pablo Miguel Bagnati,Male,ok
March,44,10.1002/alz.70145,Mahmoud B. Maina,Male,Celeste M. Karch,Female,ok
March,45,10.1002/alz.70217,Jennifer R. Mammen,Female,Yuge Xiao,Androgynous,ok
March,46,10.1002/alz.70164,Marina Daniela Manescu,Female,Daniel Pirici,Male,ok
March,47,10.1002/alz.70129,Natalie L. Marchant,Female,Anna L. Cox,Female,ok
March,48,10.1002/alz.70131,Joseph McKinley,Male,Christopher Beetle,Male,ok
March,49,10.1002/alz.70141,Max McLachlan,Male,ABC‐DS Investigators,Unknown,ok
March,50,10.1002/alz.70206,Zhen Mei,Androgynous,Thomas S. Wingo,Male,ok
March,51,10.1002/alz.70214,Erika Meza,Female,Hector M. González,Male,ok
March,52,10.1002/alz.70175,Anthony Chidubem Mmadumbu,Male,Sultan Noman Qasem,Male,ok
March,53,10.1002/alz.70133,Lennart H. van der Molen,Male,Edo Richard,Male,ok
March,54,10.1002/alz.70185,Sophie Mutel,Female,Federica Ribaldi,Female,ok
March,55,10.1002/alz.70155,Yoshinori Nishimoto,Male,Yasumichi Arai,Unknown,ok
March,56,10.1002/alz.70146,Patrick Oeckl,Male,the Dominantly Inherited Alzheimer Network,Female,ok
March,57,10.1002/alz.70223,Ademola Adetokunbo Oyagbemi,Unknown,Momoh Audu Yakubu,Unknown,ok
March,58,10.1002/alz.70128,Jinqian Pan,Unknown,Jie Xu,Androgynous,ok
March,59,10.1002/alz.70216,Kathryn V. Papp,Female,the US POINTER Study Group,Female,ok
March,60,10.1002/alz.70156,James Russell Pike,Male,ACHIEVE Collaborative Research Group,Unknown,ok
March,61,10.1002/alz.70171,Ilaria Pola,Female,Andréa L. Benedet,Female,ok
March,62,10.1002/alz.70166,Ramiro Eduardo Rea Reyes,Male,Sterling C. Johnson,Male,ok
March,63,10.1002/alz.70201,Joanne Rodda,Female,Ashvini Keshavan,Unknown,ok
March,64,10.1002/alz.70134,Jason K. Russell,Male,Paul A. Newhouse,Male,ok
March,65,10.1002/alz.70179,Arash Salardini,Male,Sudha Seshadri,Female,ok
March,66,10.1002/alz.70191,Jessica Samuelsson,Female,Ingmar Skoog,Male,ok
March,67,10.1002/alz.70241,Mathias Sauer,Male,Johanna Nilsson,Female,ok
March,68,10.1002/alz.70213,Zsuzsa Sárkány,Female,Pedro M. Martins,Male,ok
March,69,10.1002/alz.70140,Jetske van der Schaar,Female,Leonie N. C. Visser,Female,ok
March,70,10.1002/alz.70183,Matthew Settimi,Male,Mark I. Boulos,Male,ok
March,71,10.1002/alz.70118,Aladdin H. Shadyab,Male,for the ADCS EXERT Study Group,Unknown,ok
March,72,10.1002/alz.70161,Huilin Tang,Androgynous,Jingchuan Guo,Unknown,ok
March,73,10.1002/alz.70142,Yuto Uchida,Unknown,Kenichi Oishi,Male,ok
March,74,10.1002/alz.70137,Natalia Valle‐Tamayo,Female,M. Florencia Iulita,Unknown,ok
March,75,10.1002/alz.70196,Youjie Wang,Unknown,Bo Wu,Male,ok
March,76,10.1002/alz.70136,Chenrui Wu,Androgynous,Rongcai Jiang,Unknown,ok
March,77,10.1002/alz.70160,Vanessa M. Young,Female,Sudha Seshadri,Female,ok
March,78,10.1002/alz.70159,Afsara B. Zaheed,Unknown,Meredith L. Wallace,Female,ok
March,79,10.1002/alz.70135,Yajing Zhou,Androgynous,Andre Strydom,Male,ok
March,80,10.1002/alz.70197,Rafaela Gomes dos Reis,Female,Leda Leme Talib,Female,ok
April,2,10.1002/alz.70304,Maison Abu Raya,Unknown,Gil D. Rabinovici,Male,ok
April,3,10.1002/alz.70276,Hailey A. Adegboye,Female,Angela L. Jefferson,Female,ok
April,4,10.1002/alz.70266,Marco Angrisani,Male,Jinkook Lee,Unknown,ok
April,5,10.1002/alz.70282,Cheng Bi,Androgynous,Bairong Shen,Unknown,ok
April,6,10.1002/alz.70346,Christopher A. Brown,Male,David A. Wolk,Male,ok
April,7,10.1002/alz.70230,Jinghan Jenny Chen,Androgynous,Krista L. Lanctôt,Female,ok
April,8,10.1002/alz.70306,Joshua Chodosh,Male,Soo Borson,Androgynous,ok
April,9,10.1002/alz.70270,Jiayue Chu,Unknown,Hongjiang Wei,Androgynous,ok
April,10,10.1002/alz.70267,Lingzhi Chu,Androgynous,Olivia E. Atherton,Female,ok
April,11,10.1002/alz.70232,Daniel O. Clark,Male,Frederick W. Unverzagt,Male,ok
April,12,10.1002/alz.70297,Julianne G. Clina,Female,Lauren T. Ptomey,Female,ok
April,13,10.1002/alz.70253,Liang Cui,Androgynous,Qi‐Hao Guo,Unknown,ok
April,14,10.1002/alz.70321,Alexandra H. DiFilippo,Female,Bradley T. Christian,Male,ok
April,15,10.1002/alz.70268,Karen Eggleston,Female,Daejung Kim,Unknown,ok
April,16,10.1002/alz.70288,Gilda E. Ennis,Female,Carey E. Gleason,Androgynous,ok
April,17,10.1002/alz.70225,Francesca R. Farina,Female,James W. Griffith,Male,ok
April,18,10.1002/alz.70284,Bárbara Fernandes Gomes,Female,David Bäckström,Male,ok
April,19,10.1002/alz.70262,Marta Fructuoso,Female,Marie‐Claude Potier,Unknown,ok
April,20,10.1002/alz.70394,Jürgen Germann,Male,for the Alzheimer's Disease Neuroimaging Initiative,Unknown,ok
April,21,10.1002/alz.70245,Valentina Ghisays,Female,Eric M. Reiman,Male,ok
April,22,10.1002/alz.70400,Sandra Giménez,Female,Juan Fortea,Male,ok
April,23,10.1002/alz.70301,Hector M. González,Male,Wassim Tarraf,Male,ok
April,24,10.1002/alz.70285,Shannon Halloway,Female,Lisa L. Barnes,Female,ok
April,25,10.1002/alz.70294,Benjamin L. Handen,Male,the Alzheimer's Biomarker Consortium – Down Syndrome (ABC‐DS),Female,ok
April,26,10.1002/alz.70274,Naomi Hannaway,Female,Rimona S. Weil,Unknown,ok
April,27,10.1002/alz.70240,Olivia Horn,Female,Stephanie Aghamoosa,Female,ok
April,28,10.1002/alz.70314,Yiying Hu,Androgynous,Weidong Le,Androgynous,ok
April,29,10.1002/alz.70318,Anke Hüls,Female,Thomas S. Wingo,Male,ok
April,30,10.1002/alz.70238,Nur Jury‐Garfe,Female,Cristian A. Lasagna‐Reeves,Male,ok
April,31,10.1002/alz.70252,Amir H. Kashani,Male,Frank C. T. van der Heide,Male,ok
April,32,10.1002/alz.70271,Sujin Kim,Female,Jaeeon Yoo,Unknown,ok
April,33,10.1002/alz.70315,Daniel Kjaergaard,Male,Anja Hviid Simonsen,Female,ok
April,34,10.1002/alz.70246,Claire Lancaster,Female,Chris M. Bird,Male,ok
April,35,10.1002/alz.70244,Axel A. S. Laurell,Male,the PREVENT Dementia Investigators,Female,ok
April,36,10.1002/alz.70311,Haeok Lee,Female,The Asian Cohort for Alzheimer's Disease Study,Female,ok
April,37,10.1002/alz.70237,Yuk Yee Leung,Unknown,Li‐San Wang,Unknown,ok
April,38,10.1002/alz.70260,Haibin Li,Androgynous,Wuxiang Xie,Unknown,ok
April,39,10.1002/alz.70280,Dillys Xiaodi Liu,Unknown,Kristine Yaffe,Female,ok
April,40,10.1002/alz.70243,Haiyan Liu,Androgynous,For DIAN study team,Unknown,ok
April,41,10.1002/alz.70283,Jorge J. Llibre‐Guerra,Male,Juan J. Llibre‐Rodríguez,Male,ok
April,42,10.1002/alz.70317,Dona E. C. Locke,Female,Richard J. Caselli,Male,ok
April,43,10.1002/alz.70347,Austin McCullough,Male,for the DIAN‐TU Study Team,Unknown,ok
April,44,10.1002/alz.70249,Simona Merlini,Female,Francesca Vitali,Female,ok
April,45,10.1002/alz.70231,Evan J. Messenger,Male,Stephanie J. Bissel,Female,ok
April,46,10.1002/alz.70228,Jamie Mitchell,Female,Lajos Csincsik,Male,ok
April,47,10.1002/alz.70286,Brianna Morgan,Female,Nancy Hodgson,Female,ok
April,48,10.1002/alz.70292,Nanda K. Navalpur Shanmugam,Female,Rudolph E. Tanzi,Male,ok
April,49,10.1002/alz.70281,Yee To Ng,Androgynous,Kira Birditt,Female,ok
April,50,10.1002/alz.70290,Oluwagbemiga Oyinlola,Unknown,Lawrence Adekunle Adebusoye,Male,ok
April,51,10.1002/alz.70229,Jacqueline A. Palmer,Female,Sandra A. Billinger,Female,ok
April,52,10.1002/alz.70316,Yoav D. Piura,Male,Gregory S. Day,Male,ok
April,53,10.1002/alz.70248,Tanav Popli,Unknown,Amanda Cook Maher,Female,ok
April,54,10.1002/alz.70263,Yao Qin,Androgynous,Hongmei Yu,Androgynous,ok
April,55,10.1002/alz.70293,Stephen Salloway,Male,John R. Sims,Male,ok
April,56,10.1002/alz.70257,Mouna J. Sawan,Female,Danijela Gnjidic,Female,ok
April,57,10.1002/alz.70296,Beatriz Sánchez‐Moreno,Female,Bryan A. Strange,Male,ok
April,58,10.1002/alz.70247,Omer Sharon,Male,Yuval Nir,Male,ok
April,59,10.1002/alz.70435,Ellen Hanna Singleton,Female,Oskar Hansson,Male,ok
April,60,10.1002/alz.70307,Laura del Hoyo Soriano,Female,Juan Fortea,Male,ok
April,61,10.1002/alz.70227,Reijo Sund,Male,for Alzheimer's Disease Neuroimaging Initiative,Unknown,ok
April,62,10.1002/alz.70261,Toshiko Tanaka,Female,Luigi Ferrucci,Male,ok
April,63,10.1002/alz.70313,Huilin Tang,Androgynous,Jingchuan Guo,Unknown,ok
April,64,10.1002/alz.70305,Jessica M. Thanos,Female,John R. Lukens,Male,ok
April,65,10.1002/alz.70303,Xunyao Tian,Unknown,Chengxuan Qiu,Unknown,ok
April,66,10.1002/alz.70310,Mario Torso,Male,Gerard R. Ridgway,Male,ok
April,67,10.1002/alz.70265,Jasmine Travers Altizer,Female,Andreina Jimenez,Female,ok
April,68,10.1002/alz.70329,Selina M. Vattathil,Female,Aliza P. Wingo,Female,ok
April,69,10.1002/alz.70254,Lissa Ventura‐Antunes,Female,Matthew Schrag,Male,ok
April,70,10.1002/alz.70277,Hui Wang,Androgynous,Wan‐Ping Lee,Unknown,ok
April,71,10.1002/alz.70239,Xiaomeng Xu,Androgynous,the Alzheimer's Disease Neuroimaging Initiative (ADNI),Female,ok
April,72,10.1002/alz.70279,Megan Zuelsdorff,Female,Lisa L. Barnes,Female,ok
May,2,10.1002/alz.70408,Elizabeth J. Andrews,Female,for the ABC‐DS Consortium,Unknown,ok
